Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
542,546,olympics athletes perseverance shines earning gold medal inspiring generation remarkable achievement,inspiration,20200808 194500,olympicsenthusiastgoldmedalwinner,twitter,inspiration olympicachievement,35.0,70.0,usa,2020,8,8,19
543,547,cricket championship nailbiting finish leaves fans edge seats experiencing rollercoaster emotions,excitement,20190625 221500,cricketfanchampionshipthrills,facebook,excitement cricketchampionship,30.0,60.0,india,2019,6,25,22
544,548,witnessing recordbreaking marathon spectators filled awe admiration endurance dedication runners,admiration,20211107 173000,marathonspectatorrecordbreaking,instagram,admiration marathonrecords,22.0,45.0,kenya,2021,11,7,17
545,549,tennis grand slam fierce rivalry unfolds captivating fans display skill sportsmanship world stage,captivation,20170910 201500,tennisenthusiastgrandslamdrama,twitter,captivation tennisrivalry,28.0,55.0,uk,2017,9,10,20
546,550,cheering underdog basketball finals crowd erupts applause team defies odds claim championship title,triumph,20220620 210000,basketballfanunderdogtriumph,facebook,triumph basketballfinals,18.0,35.0,usa,2022,6,20,21
547,551,golf tournament golfers precision focus lead stunning victory leaving spectators awe exceptional skill,awe,20160410 183000,golfenthusiastprecisionvictory,instagram,awe golfvictory,22.0,45.0,scotland,2016,4,10,18
548,552,experiencing thrill highspeed formula 1 race fans edge seats drivers compete championship,thrill,20191124 194500,f1fanhighspeedraceexcitement,twitter,thrill formula1championship,28.0,55.0,germany,2019,11,24,19
549,553,cycling world championship climber conquers challenging terrains symbolizing determination achievement odds,determination,20150928 223000,cyclingenthusiastworldchampion,facebook,determination cyclingchampion,35.0,70.0,italy,2015,9,28,22
550,554,witnessing heartwarming comeback hockey finals fans share tears joy team secures historic victory adversity,heartwarming,20201212 200000,hockeyfancomebackvictory,instagram,heartwarming hockeyfinalscomeback,22.0,45.0,canada,2020,12,12,20
551,555,series defeats soccer team faces disappointment struggling find silver lining challenging season,disappointment,20191102 184500,soccerfanteamdefeats,twitter,disappointment soccerdefeats,40.0,80.0,brazil,2019,11,2,18
552,556,tennis tournament highly anticipated player experiences setback leaving fans shock questioning unforeseen turn events,frustration,20180710 211500,tennisenthusiastunexpectedsetback,instagram,frustration tennissetback,35.0,70.0,usa,2018,7,10,21
553,557,facing defeat championship boxer reflects challenges vowing return stronger determined next bout,reflection,20200918 193000,boxingfanchampionshipdefeat,facebook,reflection boxingdefeat,30.0,60.0,uk,2020,9,18,19
554,558,midst cycling race tire blowout leads frustration cyclist valiantly tries overcome unexpected obstacle,obstacle,20170515 220000,cyclingenthusiasttireblowout,twitter,obstacle cyclingfrustration,22.0,45.0,france,2017,5,15,22
555,559,gymnasts unexpected fall routine sparks wave sympathy audience highlighting vulnerability sports,sympathy,20210405 201500,gymnasticsfanroutinefall,instagram,sympathy gymnasticsfall,28.0,55.0,japan,2021,4,5,20
556,560,golf tournament missed crucial putt results defeat causing golfer reflect pressure highstakes competition,pressure,20160820 183000,golfenthusiastmissedputt,facebook,pressure golfdefeat,18.0,35.0,usa,2016,8,20,18
557,561,experiencing series losses basketball season team grapples frustration determined turn tide renewed effort,renewed effort,20190212 194500,basketballfanteamlosses,twitter,renewedeffort basketballstruggles,22.0,45.0,canada,2019,2,12,19
558,562,despite meticulous training swimmer faces disappointment splitsecond miscalculation costs lead crucial race,miscalculation,20150628 200000,swimmingenthusiastracesetback,instagram,miscalculation swimmingdisappointment,28.0,55.0,australia,2015,6,28,20
559,563,weightlifters failed attempt personal record results frustration highlighting challenging nature pushing physical limits,challenge,20220108 213000,weightliftingfanfailedrecord,facebook,challenge weightliftingfailure,35.0,70.0,germany,2022,1,8,21
560,564,midst soccer match unexpected goal creates moment despair player teammates console encourage,despair,20181215 201500,soccerplayerowngoalmoment,twitter,despair owngoal,22.0,45.0,spain,2018,12,15,20
561,565,serene beauty sunset nature unfolds canvas colors evoking sense tranquility wonder,tranquility,20210710 190000,natureenthusiastsunsetwonder,instagram,tranquility sunsetbeauty,40.0,80.0,canada,2021,7,10,19
562,566,embarking spontaneous road trip traveler discovers hidden gems creating memories cherished lifetime,adventure,20190928 203000,travelenthusiastroadtripdiscovery,twitter,adventure roadtripmemories,35.0,70.0,usa,2019,9,28,20
563,567,amidst bustling city quiet cafã becomes sanctuary reflection cup coffee brings solace wandering mind,solace,20220315 184500,urbanexplorercafesolitude,facebook,solace cafereflection,30.0,60.0,france,2022,3,15,18
564,568,exploring vibrant street art cultural neighborhood mural tells story infusing city creativity expression,creativity,20171105 211500,artenthusiaststreetartexploration,instagram,creativity streetartvibes,22.0,45.0,brazil,2017,11,5,21
565,569,world science breakthrough discovery unfolds pushing boundaries knowledge opening new frontiers exploration,breakthrough,20200520 163000,scienceenthusiastdiscoverymoment,twitter,breakthrough scientificdiscovery,28.0,55.0,germany,2020,5,20,16
566,570,connecting melody live orchestra music enthusiast experiences symphony resonates deep within soul,harmony,20160822 194500,musicloverliveorchestraexperience,facebook,harmony orchestramelody,18.0,35.0,uk,2016,8,22,19
567,571,embracing aroma freshly baked bread home chef finds joy art baking creating delicious memories loved ones,joy baking,20230410 171500,homebakerdeliciousmemories,instagram,joyinbaking homemadedelights,22.0,45.0,india,2023,4,10,17
568,572,wandering historical museum history enthusiast becomes immersed tales past envisioning bygone eras,envisioning history,20151218 180000,historybuffmuseumexploration,twitter,envisioninghistory museumtales,28.0,55.0,italy,2015,12,18,18
569,573,realm literature captivating novel transports reader distant lands weaving tapestry imagination escape,imagination,20211008 203000,bookwormcaptivatingnovelescape,facebook,imagination literaryescape,35.0,70.0,japan,2021,10,8,20
570,574,capturing essence bustling market photographer freezes moments time frame telling unique vibrant story,vibrancy,20190322 214500,photographyenthusiastmarketmoments,instagram,vibrancy marketstories,22.0,45.0,australia,2019,3,22,21
571,575,underneath city lights dancer expresses emotions graceful movements creating mesmerizing performance night sky,mesmerizing,20180615 220000,danceenthusiastcitynightperformance,twitter,mesmerizing nightdanceperformance,40.0,80.0,usa,2018,6,15,22
572,576,heart bustling market street food connoisseur indulges culinary adventure savoring diverse flavors aromas,culinary adventure,20190828 193000,foodiemarketstreetfoodexploration,instagram,culinaryadventure streetfooddelights,35.0,70.0,thailand,2019,8,28,19
573,577,first snowflake descends winter enthusiast eagerly prepares season frosty delights anticipating magic snowcovered landscapes,winter magic,20221201 174500,snowloverwinterenthusiast,facebook,wintermagic snowylandscapes,30.0,60.0,canada,2022,12,1,17
574,578,amidst pages captivating mystery novel reader unravels clues secrets experiencing thrilling journey suspense revelation,thrilling journey,20170410 211500,mysterybookwormsuspensefulread,twitter,thrillingjourney mysterynovel,22.0,45.0,uk,2017,4,10,21
575,579,surrounded vibrant colors flower garden gardener nurtures blossoms finding joy beauty natures everchanging canvas,natures beauty,20200515 183000,gardeningenthusiastflowergarden,instagram,naturesbeauty floraljoy,28.0,55.0,australia,2020,5,15,18
576,580,astronomy observatory stargazer marvels vastness cosmos contemplating mysteries hidden within celestial expanse,celestial wonder,20160922 200000,astronomyenthusiaststargazing,facebook,celestialwonder stargazing,18.0,35.0,usa,2016,9,22,20
577,581,engulfed aroma freshly brewed coffee writer finds inspiration every sip embarking journey creativity prose,creative inspiration,20230212 194500,coffeeloverwritersretreat,twitter,creativeinspiration coffeejourney,22.0,45.0,france,2023,2,12,19
578,582,realm fashion designer unveils collection tells story blending innovation tradition runway creativity,runway creativity,20151110 210000,fashionenthusiastdesignershowcase,instagram,runwaycreativity fashioninnovation,28.0,55.0,italy,2015,11,10,21
579,583,waves crash shore surfer embraces thrill riding oceans energy capturing essence freedom wave,oceans freedom,20210720 181500,surfingenthusiastwaverider,facebook,oceansfreedom surfingthrills,22.0,45.0,brazil,2021,7,20,18
580,584,exploring historical architecture ancient city traveler transported bygone era monument whispers tales past,whispers past,20190418 203000,historyexplorerancientcitytour,twitter,whispersofthepast historicaltour,35.0,70.0,greece,2019,4,18,20
581,585,successfully avoided eye contact crush hallway mission accomplished teencrush stealthmode,excitement,20230520 194500,crushavoider,twitter,crushstruggles avoidingeyecontact,15.0,30.0,usa,2023,5,20,19
582,586,ran snacks movie marathon crisis level emergency movienightstruggles teenproblems,boredom,20230521 210000,moviebuff,instagram,snackcrisis teenlife,18.0,35.0,canada,2023,5,21,21
583,587,spent hour choosing perfect filter selfie struggle instagram aesthetic real selfiequeen teenvibes,joy,20230522 143000,selfieaddict,facebook,selfiestruggle teenconfessions,22.0,45.0,uk,2023,5,22,14
584,588,lost headphones vanish thin air headphonemystery teenlife,frustration,20230523 164500,audioexplorer,twitter,teenproblems lostheadphones,20.0,40.0,usa,2023,5,23,16
585,589,decided study exams ended making memes studying instead procrastination level expert procrastinationnation teenconfessions,surprise,20230524 131500,memecreator,instagram,studyingmemes teenlife,25.0,50.0,canada,2023,5,24,13
586,590,got dressed day remembered saturday oops weekendvibes teenstruggles,indifference,20230525 190000,fashionblunder,facebook,weekendoops teenfashion,20.0,40.0,usa,2023,5,25,19
587,591,survived group project without drama miracles happen groupprojectsuccess teenachievements,satisfaction,20230526 142000,groupgenius,twitter,teensuccess projectmiracle,28.0,55.0,uk,2023,5,26,14
588,592,entered kitchen intention cook left bag chips cooking overrated anyway masterchefintraining teenhumor,disgust,20230527 211500,chipexplorer,instagram,teenchef cookingfail,22.0,45.0,canada,2023,5,27,21
589,593,staring clock class waiting bell ring like exciting event day classcountdown teenlife,surprise,20230528 120000,excitementseeker,facebook,classevent teenexcitement,18.0,35.0,usa,2023,5,28,12
590,594,discovered new book series spent whole night reading needs sleep anyway bookwormlife latenightreading,joy,20230529 233000,nightreader,twitter,bookdiscoveries teenreading,30.0,60.0,uk,2023,5,29,23
591,595,bought new video game played hours forgot eat ultimate gaming session gamerlife nofoodgaming,excitement,20230530 204500,gamingenthusiast,instagram,gameon teengamer,22.0,45.0,usa,2023,5,30,20
592,596,spent day bingewatching new series productivity level zero lazyday tvseriesmarathon,joy,20230531 153000,lazywatcher,facebook,bingewatchday teenlife,35.0,70.0,canada,2023,5,31,15
593,597,caught latest fashion trends planning shopping spree fashionista trendyteen,excitement,20230601 180000,trendexplorer,twitter,fashiongoals teenstyle,20.0,40.0,usa,2023,6,1,18
594,598,decided learn new instrument day one still trying figure hold musicnovice learningjourney,frustration,20230602 143000,musicalexplorer,instagram,instrumentlearning teenmusic,28.0,55.0,uk,2023,6,2,14
595,599,spent hours creating perfect playlist every mood music therapy playlistmaker teenmusiclover,joy,20230603 211500,musicaficionado,facebook,musictherapy teenplaylist,22.0,45.0,canada,2023,6,3,21
596,600,successfully cooked gourmet meal family chef skills unlocked chefmode teenchef,pride,20230604 193000,homechef,twitter,cookingsuccess teencook,25.0,50.0,usa,2023,6,4,19
597,601,spontaneously booked weekend getaway adventure awaits travelbug weekendescape,excitement,20230605 100000,adventureseeker,instagram,getawaygoals teentravel,18.0,35.0,uk,2023,6,5,10
598,602,attended concert danced night away music heartbeat life concertvibes danceallnight,joy,20230606 223000,danceenthusiast,facebook,musicmagic teenconcert,28.0,55.0,canada,2023,6,6,22
599,603,rediscovered childhood cartoons nostalgiafilled marathon cartoonnostalgia teenmemories,joy,20230607 124500,nostalgiaexplorer,twitter,childhoodmemories teencartoons,22.0,45.0,usa,2023,6,7,12
600,604,embarked diy home decor project lets hope turns better last time diyadventure teenhomedecor,excitement,20230608 160000,homedecorator,instagram,diygoals teencreative,35.0,70.0,uk,2023,6,8,16
601,605,spent afternoon museum pretending cultured art enthusiast making museumday teenartlover,curiosity,20230609 140000,artexplorer,facebook,culturalday teencuriosity,20.0,40.0,usa,2023,6,9,14
602,606,started blog random thoughts musings blogging new diary bloggerlife teenblogger,curiosity,20230610 173000,thoughtfulblogger,twitter,bloggingjourney teenthoughts,30.0,60.0,canada,2023,6,10,17
603,607,relishing peaceful afternoon classic novel quiet moments best moments booklover peacefulafternoon,contentment,20230611 153000,novelenthusiast,instagram,quietmoments bookishescape,35.0,70.0,usa,2023,6,11,15
604,608,reflecting lifetime memories wrinkle tells story embracing beauty aging lifereflections beautyinaging,gratitude,20230612 180000,wisesoul,twitter,aginggracefully memories,28.0,55.0,uk,2023,6,12,18
605,609,exploring world digital art never late discover new passions digitalartistry latebloomer,curiosity,20230613 144500,artadventurer,facebook,artdiscovery seniorartist,22.0,45.0,canada,2023,6,13,14
606,610,savoring flavors homecooked meal simple joys heart happiness homecooking simplejoys,contentment,20230614 193000,homechefsenior,instagram,happinessinfood seniorlife,25.0,50.0,usa,2023,6,14,19
607,611,embarking journey learning new language mind stays young every new word languagelearning nevertoolate,curiosity,20230615 121500,linguisticexplorer,twitter,mindenrichment seniorlearning,30.0,60.0,uk,2023,6,15,12
608,612,attended classical music concert feeling timeless melodies resonate music transcends generations classicalmusic timelessmelodies,joy,20230616 214500,musicconnoisseur,facebook,musiclover seniorconcert,18.0,35.0,canada,2023,6,16,21
609,613,capturing beauty nature photography every snapshot treasure naturephotography seniorphotographer,joy,20230617 150000,photographysenior,instagram,naturecapture seniormoments,35.0,70.0,usa,2023,6,17,15
610,614,reconnecting old friends cup tea friendship true essence companionship oldfriends companionship,contentment,20230618 113000,teatimesenior,twitter,friendshipgoals seniorbonding,28.0,55.0,uk,2023,6,18,11
611,615,embarked road trip revisit cherished places past nostalgia ultimate travel companion roadtrip nostalgiatour,joy,20230619 163000,roadtripsenior,facebook,cherishedplaces seniortravel,22.0,45.0,canada,2023,6,19,16
612,616,joined community choir harmonizing fellow voices music creates bonds withstand time communitychoir harmonyinaging,joy,20230620 142000,choirenthusiast,instagram,musicharmony seniorvoices,20.0,40.0,usa,2023,6,20,14
613,617,exploring art meditation finding tranquility stillness mind meditationjourney tranquilmind,contentment,20230621 190000,meditationsenior,twitter,mindfulliving seniorcalm,18.0,35.0,uk,2023,6,21,19
614,618,taking stroll garden appreciating beauty blooming flowers natures wonders never cease gardenwalk floralbeauty,contentment,20230622 134500,gardenenthusiast,facebook,naturewonders seniorgarden,25.0,50.0,usa,2023,6,22,13
615,619,sipping favorite vintage wine sip telling story years gone cheers life welllived winelover vintagecheers,contentment,20230623 184500,wineconnoisseur,instagram,lifewelllived seniorwine,28.0,55.0,uk,2023,6,23,18
616,620,participated community art class unleashing creativity golden years art age limit artclass seniorartistry,joy,20230624 161500,artisticsenior,twitter,creativityatanyage seniorcreativity,22.0,45.0,canada,2023,6,24,16
617,621,embarking journey writing memoir documenting lifetime experiences every story matters memoirwriting seniorstories,gratitude,20230625 203000,memoiristsenior,facebook,lifetimeexperiences seniormemoir,35.0,70.0,usa,2023,6,25,20
618,622,attended lecture history always fascinated lessons past learning lifelong adventure historylecture seniorlearning,curiosity,20230626 140000,historyenthusiast,instagram,lifetimeadventure seniorcuriosity,30.0,60.0,uk,2023,6,26,14
619,623,rediscovered joy cooking traditional family recipes kitchen place cherished memories familyrecipes seniorcooking,contentment,20230627 174500,familychefsenior,twitter,kitchenmemories seniorculinary,20.0,40.0,usa,2023,6,27,17
620,624,joined nature photography club capturing beauty great outdoors every click connection nature naturephotography seniorphotographer,joy,20230628 221500,naturephotographysenior,facebook,outdoorbeauty seniorclicks,18.0,35.0,uk,2023,6,28,22
621,625,attended jazz concert swayed rhythm timeless tunes music constant companion golden years jazzconcert seniormusic,joy,20230629 163000,jazzmusiclover,instagram,timelesstunes seniorjazz,25.0,50.0,usa,2023,6,29,16
622,626,joined writing group penning thoughts reflections writing journey depths soul writinggroup seniorwriter,gratitude,20230630 193000,seniorwordsmith,twitter,soulfulwriting seniorreflections,28.0,55.0,uk,2023,6,30,19
623,627,embarked solo travel adventure discovering beauty new places pace solotravel seniorexplorer,excitement,20230701 140000,soloadventurer,instagram,discovernewplaces seniortravel,30.0,60.0,usa,2023,7,1,14
624,628,attended vintage car show reminiscing classics ruled roads nostalgia every rev vintagecars classicrides,joy,20230702 183000,carenthusiastsenior,facebook,roadtripdownmemorylane seniorcars,22.0,45.0,uk,2023,7,2,18
625,629,started community garden growing plants friendships green thumbs unite communitygarden seniorgardener,joy,20230703 124500,greenthumbsenior,twitter,gardenfriends seniorgreenthumb,28.0,55.0,canada,2023,7,3,12
626,630,hosted family dinner laughter echoed louder clinking utensils family heart happiness familydinner seniorhost,contentment,20230704 170000,familyhostsenior,instagram,heartwarmingmoments seniorfamily,35.0,70.0,usa,2023,7,4,17
627,631,enrolled dance class seniors moving rhythm life age number dance floor danceclass seniordancer,joy,20230705 201500,danceenthusiastsenior,twitter,dancelife seniormoves,18.0,35.0,uk,2023,7,5,20
628,632,visited art gallery appreciating brushstrokes tell tales creativity art eternal companion artgallery seniorartlover,joy,20230706 143000,artgalleryvisitor,facebook,creativeexpressions seniorart,25.0,50.0,usa,2023,7,6,14
629,633,started book club seniors discussions lively characters novels bookclub seniorreaders,joy,20230707 194500,seniorbookclub,instagram,bookishtalks seniorbookworms,22.0,45.0,uk,2023,7,7,19
630,634,hosted picnic park basking warmth friendship sunshine simple joys timeless memories parkpicnic seniorjoy,contentment,20230708 160000,seniorpicnichost,twitter,friendshipsunshine seniormemories,30.0,60.0,canada,2023,7,8,16
631,635,participated local theater production proving stage belongs every age theaterproduction senioractor,joy,20230709 223000,senioractor,facebook,stagepassion seniortheater,20.0,40.0,usa,2023,7,9,22
632,636,embarked hiking adventure conquering trails relishing beauty nature age number mountaintop hikingadventure seniorhiker,excitement,20230710 142000,seniorhikerexplorer,instagram,naturetrailblazer seniorexplorer,28.0,55.0,uk,2023,7,10,14
633,637,hosted photography exhibition featuring snapshots life welllived every photo story tell photographyexhibition seniorphotographer,gratitude,20230711 184500,seniorphotographerexhibitor,twitter,lifeinpictures seniorexhibition,22.0,45.0,canada,2023,7,11,18
634,638,joined seniors cycling club feeling wind hair freedom open road cyclingclub seniorcyclist,excitement,20230712 134500,seniorcyclingenthusiast,facebook,openroadadventures seniorcycling,25.0,50.0,usa,2023,7,12,13
635,639,attended wine tasting event savoring richness flavors age like fine wine cheers golden years winetasting seniorwinelover,joy,20230713 200000,seniorwineconnoisseur,instagram,agedtoperfection seniorcheers,35.0,70.0,uk,2023,7,13,20
636,640,started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step ballroomdancing seniordancer,joy,20230714 161500,seniorballroomdancer,twitter,gracefulmoves seniordance,20.0,40.0,usa,2023,7,14,16
637,641,organized community painting event turning blank canvases masterpiece shared creativity paintingevent seniorartist,joy,20230715 193000,seniorpaintingorganizer,facebook,communityart seniorcreativity,28.0,55.0,canada,2023,7,15,19
638,642,hosted memory lane evening old friends reminiscing adventures shaped lives memorylane seniorreminiscing,gratitude,20230716 140000,seniormemorieshost,instagram,friendshipadventures seniornostalgia,30.0,60.0,usa,2023,7,16,14
639,643,joined seniors astronomy club stargazing finding wonder vastness cosmos astronomyclub seniorstargazer,curiosity,20230717 221500,seniorstargazer,twitter,celestialwonders seniorastronomy,18.0,35.0,uk,2023,7,17,22
640,644,attended local jazz festival tapping toes tunes stood test time music lifelong love affair jazzfestival seniormusiclover,joy,20230718 163000,seniorjazzfestivalgoer,facebook,timelesstunes seniorjazz,25.0,50.0,usa,2023,7,18,16
641,645,started blog sharing wisdom gained years proving every day chance learn grow seniorwisdom blog,gratitude,20230719 194500,wisdombloggersenior,instagram,lifelessons seniorblog,22.0,45.0,uk,2023,7,19,19
642,646,participated charity run proving age barrier supporting meaningful causes charityrun seniorrunner,excitement,20230720 170000,seniorcharityrunner,twitter,runforacause seniorsupport,30.0,60.0,canada,2023,7,20,17
643,647,survived challenging physics exam equations wont defeat,relief,20230801 133000,physicswhizhighschool,instagram,physicssurvivor highschooladventures,20.0,40.0,usa,2023,8,1,13
644,648,exploring world coding debugging adventure codingjourney highschoolcoder,excitement,20230802 144500,codeexplorerhighschool,twitter,codingadventure highschoolcoderlife,25.0,50.0,uk,2023,8,2,14
645,649,joined school debate team words weapons im ready battle,excitement,20230803 121500,debatewarriorhighschool,facebook,debatewarrior highschooldebater,18.0,35.0,canada,2023,8,3,12
646,650,started photography club school capturing moments one snapshot time,joy,20230804 163000,photoclubhighschool,instagram,photographyclub highschoolphotographer,22.0,45.0,usa,2023,8,4,16
647,651,daydreaming upcoming prom dress dance â fairytale making,excitement,20230805 194500,promdreamerhighschool,twitter,promdreams highschoolfairytale,30.0,60.0,canada,2023,8,5,19
648,652,convinced teacher class outdoors learning equations side fresh air,positive,20230806 140000,outdoorclasshighschool,facebook,outdoorclassroom highschoolexplorer,28.0,55.0,usa,2023,8,6,14
649,653,accidentally spilled paint art class abstract art right artclassadventures highschoolartist,embarrassed,20230807 194500,paintspillhighschool,instagram,artisticmishaps highschoolart,22.0,45.0,uk,2023,8,7,19
650,654,trying master perfect kickflip skateboard skating weekend like pro,excitement,20230808 160000,skateprohighschool,twitter,skaterlife highschoolskater,30.0,60.0,canada,2023,8,8,16
651,655,bonding friends latest kpop sensation fangirling finest,joy,20230809 223000,kpopfangirlhighschool,facebook,kpopfangirl highschoolmusic,20.0,40.0,usa,2023,8,9,22
652,656,spent hours perfecting chemistry experiment mixing potions like wizard,joy,20230810 142000,chemistrywizardhighschool,instagram,chemistrywizard highschoolscientist,28.0,55.0,uk,2023,8,10,14
653,657,successfully organized surprise birthday party friend party planning expert mode achieved,joy,20230811 184500,birthdaypartyplannerhighschool,twitter,birthdayparty highschoolcelebration,22.0,45.0,canada,2023,8,11,18
654,658,joined drama club unleash inner actor lights camera action,excitement,20230812 134500,dramaclubstarhighschool,facebook,dramaclubstar highschoolactor,25.0,50.0,usa,2023,8,12,13
655,659,got hands latest fantasy novel diving realms magic adventure,excitement,20230813 200000,fantasybooknerdhighschool,instagram,fantasybooknerd highschoolreader,35.0,70.0,uk,2023,8,13,20
656,660,mastering art perfect doodle boring classes doodles,joy,20230814 161500,doodlemasterhighschool,twitter,doodlemaster highschoolart,20.0,40.0,usa,2023,8,14,16
657,661,attempting break school record longest handstand wish luck,excitement,20230815 193000,handstandchallengehighschool,facebook,handstandchallenge highschoolathlete,28.0,55.0,canada,2023,8,15,19
658,662,sneaking snacks class like pro art snacksmuggling sacred skill,mischievous,20230816 140000,snacksmugglerhighschool,instagram,snacksmuggler highschoolsnacks,30.0,60.0,usa,2023,8,16,14
659,663,hosting sleepover friends weekend preparing night laughter memories,excitement,20230817 221500,sleepoverhosthighschool,twitter,sleepoverfun highschoolmemories,18.0,35.0,uk,2023,8,17,22
660,664,spent hours tiktok dance realize two left feet dance fail unleashed,embarrassed,20230818 163000,tiktokfailhighschool,facebook,dancefail highschooltiktok,25.0,50.0,usa,2023,8,18,16
661,665,accidentally liked crushs old photo stalking profile awkward level maximum,embarrassed,20230819 194500,socialmediablunderhighschool,instagram,socialmediablunder highschoolawkward,22.0,45.0,uk,2023,8,19,19
662,666,tried impress crush smooth conversation ended spilling drink smooth level nonexistent,embarrassed,20230820 170000,crushfailhighschool,twitter,crushfail highschoolembarrassment,30.0,60.0,canada,2023,8,20,17
663,667,mastered art creating paper airplanes lecture paper planes soaring new heights,joy,20230821 154500,paperplaneexperthighschool,instagram,paperplaneexpert highschoolart,15.0,30.0,usa,2023,8,21,15
664,668,trying set new trend juggling textbooks classes academic juggling unique skill,excitement,20230822 123000,jugglingprohighschool,facebook,textbookjuggling highschoolskills,22.0,40.0,canada,2023,8,22,12
665,669,hiding snack stash backpack emergency cravings snack ninja mode activated,mischievous,20230823 164500,snackninjahighschool,twitter,snackninja highschoolsnacks,28.0,55.0,usa,2023,8,23,16
666,670,planning surprise scavenger hunt friends anticipating thrill excitement,excitement,20230824 182000,scavengerhuntmasterhighschool,instagram,surpriseadventure highschoolfun,20.0,38.0,uk,2023,8,24,18
667,671,danced rain celebrate end exams rain dance unexpectedly refreshing,joy,20230825 141500,raindancecelebrationhighschool,facebook,raindance highschooljoy,25.0,50.0,canada,2023,8,25,14
668,672,accidentally sent text meant friend class group chat texting fail oops moment,embarrassed,20230826 173000,groupchatblunderhighschool,twitter,textingfail highschoolawkward,18.0,35.0,usa,2023,8,26,17
669,673,tried magic trick impress classmates magic fail rabbit go,embarrassed,20230827 204500,magicfailhighschool,instagram,magicfail highschoolmagic,22.0,45.0,uk,2023,8,27,20
670,674,perfecting art creating origami dull lecture origami mastery,joy,20230828 160000,origamiprohighschool,twitter,origamimaster highschoolart,18.0,36.0,usa,2023,8,28,16
671,675,attempting set new record consecutive hacky sack kicks hacky sack skills unleashed,excitement,20230829 134500,hackysackchampionhighschool,instagram,hackysackchallenge highschoolathlete,26.0,48.0,canada,2023,8,29,13
672,676,creating secret handshake friends friendship level expert,joy,20230830 173000,secrethandshakehighschool,facebook,friendshipgoals highschoolmemories,20.0,40.0,usa,2023,8,30,17
673,677,embarking mission find best burger joint town burger connoisseur reporting duty,excitement,20230831 201500,burgerquesthighschool,twitter,burgerquest highschoolfoodie,24.0,42.0,uk,2023,8,31,20
674,678,practicing standup comedy routine upcoming talent show comedy gig making,joy,20230901 144500,comedygeniushighschool,instagram,standupcomedy highschooltalent,21.0,39.0,canada,2023,9,1,14
675,679,accidentally sent love letter wrong person love note fail maximum embarrassment,embarrassed,20230902 183000,loveletterblunderhighschool,facebook,loveletterfail highschoolawkward,17.0,33.0,usa,2023,9,2,18
676,680,attempting impress teacher elaborate science experiment science geek mode activated,excitement,20230903 220000,scienceexperimentprohighschool,twitter,sciencegeek highschoolexperiments,23.0,44.0,uk,2023,9,3,22
677,681,crafting intricate friendship bracelets whole squad friendship level expert weaver,joy,20230904 151500,braceletcraftsmanhighschool,instagram,friendshipbracelets highschoolcrafts,19.0,37.0,usa,2023,9,4,15
678,682,attempting beat record consecutive cartwheels cartwheel challenge underway,excitement,20230905 123000,cartwheelmasterhighschool,twitter,cartwheelchallenge highschoolathlete,27.0,52.0,canada,2023,9,5,12
679,683,organizing movie marathon friends popcorn cinematic adventures await,joy,20230906 164500,moviemarathonhosthighschool,facebook,movienight highschoolmemories,22.0,43.0,uk,2023,9,6,16
680,684,experimenting new hair color bold change bold semester,excitement,20230907 182000,haircolorexperimenthighschool,instagram,hairexperiment highschoolstyle,20.0,39.0,usa,2023,9,7,18
681,685,building time capsule capture memories future timetraveling emotions,joy,20230908 141500,timecapsulecreatorhighschool,facebook,timecapsule highschoolnostalgia,26.0,48.0,canada,2023,9,8,14
682,686,accidentally walked wrong classroom first day classroom mixup awkward start,embarrassed,20230909 173000,classroomblunderhighschool,twitter,firstdayoops highschoolembarrassment,16.0,32.0,usa,2023,9,9,17
683,687,trying new smoothie recipe healthy start week smoothie enthusiast level,excitement,20230910 204500,smoothieconnoisseurhighschool,instagram,healthyliving highschoolwellness,23.0,42.0,uk,2023,9,10,20
684,688,reflecting challenges school year feeling bit overwhelmed assignments,sad,20230911 154500,overwhelmedhighschoolstudent,twitter,schoolchallenges highschoolstruggles,15.0,28.0,usa,2023,9,11,15
685,689,encountered meanspirited comments online dealing online hate never easy,hate,20230912 123000,dealingwithhatehighschool,instagram,onlinehate highschoolreality,18.0,36.0,canada,2023,9,12,12
686,690,bad day school everything seems going wrong,bad,20230913 164500,toughdayhighschool,facebook,badday highschoolblues,20.0,40.0,uk,2023,9,13,16
687,691,feeling making sports team disappointment lingers,sad,20230914 182000,sportsteamrejectionhighschool,twitter,disappointment highschoolsports,17.0,34.0,usa,2023,9,14,18
688,692,witnessed heated argument cafeteria unpleasant atmosphere lunch,hate,20230915 141500,cafeteriaconflicthighschool,instagram,cafeteriadrama highschooltension,21.0,41.0,canada,2023,9,15,14
689,693,received notsogreat grade major project academic frustration setting,bad,20230916 173000,projectgradedisappointmenthighschool,facebook,academicfrustration highschoolstress,19.0,38.0,uk,2023,9,16,17
690,694,dealing personal setback sometimes life throws unexpected challenges,sad,20230917 204500,personalsetbackhighschool,twitter,lifechallenges highschoolstruggles,22.0,44.0,usa,2023,9,17,20
